route_id,origin,destination,distance_nm,transit_days,transshipments,route_type,base_freight_usd
R1933,Rotterdam,Sydney,11545,42,1,Standard,2965
R1934,Sydney,Rotterdam,11546,43,2,Alternative,2906
R1935,New York,Tokyo,8546,33,1,Standard,2356
R1936,Tokyo,New York,8547,34,2,Alternative,2507
R1937,Shanghai,Chennai,2847,17,0,Direct,1107
R1938,Chennai,Shanghai,2848,18,1,Recommended,1158
R1939,Rotterdam,New York,3448,18,0,Direct,1308
R1940,New York,Rotterdam,3449,19,1,Recommended,1359
R1941,Dubai,Sydney,6549,26,0,Direct,2359
R1942,Sydney,Dubai,6550,27,0,Direct,2410
R1943,Shanghai,New York,8650,33,1,Standard,2460
R1944,New York,Shanghai,8651,34,2,Alternative,2611
R1945,Chennai,Los Angeles,8251,31,1,Standard,2161
R1946,Los Angeles,Chennai,8252,32,1,Standard,2212
R1947,Rotterdam,Singapore,8252,31,1,Standard,2212
R1948,Singapore,Rotterdam,8253,32,2,Standard,2263
R1949,Tokyo,Los Angeles,4853,20,0,Direct,1863
R1950,Los Angeles,Tokyo,4854,21,0,Direct,1814
R1951,Chennai,Rotterdam,8690,34,1,Recommended,1560
R1952,Tokyo,Sydney,4900,23,0,Direct,1570
R1953,Sydney,Los Angeles,6540,28,0,Direct,2260
R1954,Hamburg,New York,3540,20,0,Direct,1360
R1955,Dubai,Shanghai,5140,25,1,Recommended,1760
R1956,Singapore,Los Angeles,7640,29,0,Direct,2460
R1957,Shanghai,Sydney,4340,22,1,Recommended,1560
R1958,Chennai,Singapore,1640,15,0,Direct,860
R1959,Hamburg,Tokyo,11240,41,2,Alternative,3160
R1960,Los Angeles,Rotterdam,7840,32,2,Alternative,2160
R1961,Rotterdam,Chennai,8691,35,1,Recommended,1571
R1962,Sydney,Tokyo,4901,24,0,Direct,1581
R1963,Los Angeles,Sydney,6541,29,0,Direct,2271
R1964,New York,Hamburg,3541,21,0,Direct,1371
R1965,Shanghai,Dubai,5141,26,1,Recommended,1771
R1966,Los Angeles,Singapore,7641,30,0,Direct,2471
R1967,Sydney,Shanghai,4341,23,1,Recommended,1571
R1968,Singapore,Chennai,1641,16,0,Direct,871
R1969,Tokyo,Hamburg,11241,42,2,Alternative,3171
R1970,Rotterdam,Los Angeles,7841,33,2,Alternative,2171
R1971,Chennai,New York,7542,30,1,Standard,1962
R1972,New York,Singapore,8342,33,1,Standard,2362
R1973,Dubai,Tokyo,4342,23,0,Direct,1562
R1974,Tokyo,Dubai,4343,24,1,Recommended,1663
R1975,Sydney,Chennai,4943,25,1,Recommended,1713
R1976,Chennai,Sydney,4944,26,2,Alternative,1664
R1977,Hamburg,Los Angeles,8244,32,1,Standard,2264
R1978,Los Angeles,Hamburg,8245,33,2,Alternative,2215
R1979,Singapore,Dubai,3245,19,0,Direct,1365
R1980,Dubai,Singapore,3246,20,1,Recommended,1416
R1981,Shanghai,Tokyo,1146,14,0,Direct,766
R1982,Tokyo,Shanghai,1147,15,1,Recommended,817
R1983,Rotterdam,Sydney,11547,43,1,Standard,2967
R1984,Sydney,Rotterdam,11548,44,2,Alternative,2908
R1985,New York,Tokyo,8548,34,1,Standard,2368
R1986,Tokyo,New York,8549,35,2,Alternative,2519
R1987,Shanghai,Chennai,2849,18,0,Direct,1119
R1988,Chennai,Shanghai,2850,19,1,Recommended,1170
R1989,Rotterdam,New York,3450,19,0,Direct,1320
R1990,New York,Rotterdam,3451,20,1,Recommended,1371
R1991,Dubai,Sydney,6551,27,0,Direct,2371
R1992,Sydney,Dubai,6552,28,0,Direct,2422
R1993,Shanghai,New York,8652,34,1,Standard,2472
R1994,New York,Shanghai,8653,35,2,Alternative,2623
R1995,Chennai,Los Angeles,8253,32,1,Standard,2173
R1996,Los Angeles,Chennai,8254,33,1,Standard,2224
R1997,Rotterdam,Singapore,8254,32,1,Standard,2224
R1998,Singapore,Rotterdam,8255,33,2,Standard,2275
R1999,Tokyo,Los Angeles,4855,21,0,Direct,1875
R2000,Los Angeles,Tokyo,4856,22,0,Direct,1826
